V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,Y
0,0,0,0,0,0,0,0,0,0.0,0,-0.5906160159484878,-0.197073844055416,0,0,0,0.0,0,0,0,0.0,0,0,0,0,-0.08477795832815062,0,0,0,1,-0.07136849115610536,0.0,0,0,0,-0.7949309978543686,0,0,0,0,0,1,0,1,0,0,0.05665310338998415,0,0,0,0,0.0,1,1,0,0,-0.6162980751396335,0,0,0,0,0,0,0,0,0,0,0,-0.4143023499351031,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.08995630325422768,0,0,-0.603043857532001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.246459354619245,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0,0,-0.5213914420029666,-0.2232975921984464,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0.004214229735377491,0,0,0,1,-0.03097501594377976,0.0,0,0,0,-0.05131112916916147,0,1,0,0,0,0,0,1,0,0,0.08943146135958671,0,0,0,0,0.0,0,0,0,0,-0.2408638373087732,0,0,0,0,1,0,0,0,0,0,0,-0.3652389419422288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1139049358993761,0,0,-0.336845533732112,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.610044839096273,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0,0,-0.1828741777111302,-0.1438368954847,0,0,0,0.0,0,0,0,0.0,0,0,0,0,-0.06393581982222865,0,0,0,1,-0.03290397270344982,0.0,0,0,0,-0.2141006250495321,0,0,0,0,0,1,1,1,0,0,-0.02837245736668007,0,0,0,0,0.0,0,0,0,0,-0.3184002649552406,0,1,0,0,0,0,0,0,0,1,0,-0.02467993007879989,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.03142512151072659,0,0,-0.336845533732112,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.703270635245718,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0.0,0,0.1232254907093599,6.348044567966251,1,0,0,0.0,0,0,0,0.0,0,0,0,0,-0.05425450464153332,1,0,0,1,0.2576322192337757,0.0,0,0,0,0.3164049103138203,0,0,0,1,0,1,0,1,0,0,0.5489595688935092,0,0,0,0,0.0,0,0,0,0,0.08811953113977485,0,0,0,0,0,0,0,0,0,0,0,0.4218020715597115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3954350013548307,0,0,0.0358321195877319,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.015152119203931,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.0,0,0.5543630546518661,-0.2829910074703534,0,0,0,0.74652105,0,0,0,0.0,1,0,0,0,-0.1450701826714365,0,0,0,1,-0.1174653665868722,0.0,0,0,0,1.400241165477738,0,0,0,0,0,1,0,1,0,0,-0.1741562609744465,0,0,0,0,0.0,0,0,0,0,0.9552876907761623,0,0,0,0,0,0,1,0,0,0,0,0.5734196370421781,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.03478065763951921,0,0,1.100625414787287,0.66536179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7464724180546567,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0,0,-0.6419331639253079,-0.2529786966955025,1,1,0,0.0,0,1,0,0.0,0,0,0,0,0.1257714659923756,0,0,0,1,-0.03856572427554725,0.0,0,0,0,-1.149186672696241,0,0,0,0,0,0,0,1,0,0,0.06036765173681689,0,0,0,0,0.0,0,0,0,0,-0.6428442743937195,0,0,0,0,0,0,0,0,0,0,0,-0.7973364462591177,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.1612682180840775,0,0,-0.762762851811934,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.3876568860526569,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0.0,0,0.2019533292575792,-0.2307290017588536,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.1093144957705878,0,0,0,1,-0.03953243657900801,0.0,0,0,0,0.8414572379953957,0,0,0,0,0,1,0,1,0,0,-0.1240205771064465,0,0,0,0,0.0,0,0,0,0,0.5468626331433388,0,0,0,0,0,0,0,0,0,0,0,0.2731946204047047,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.002751212354885721,0,0,0.5149891024275317,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7848704274420581,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0,0,-0.6177160389269614,-0.1809744060902397,0,0,0,1.0,0,1,0,0.0,0,0,0,0,-0.02163143119100284,0,0,0,1,-0.00901128584418262,0.0,0,0,0,-0.3228059899496837,0,0,0,0,0,0,0,1,0,0,0.7828013344807438,0,0,0,0,0.0,1,0,0,0,-0.5229765786329744,0,0,0,0,0,0,0,0,0,0,0,-0.6354280726560555,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4749339605794786,0,0,-0.336845533732112,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.354640413776267,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0,0,-0.1955338910068152,-0.2922916900346245,0,0,0,0.0,0,1,0,0.0,0,0,0,0,-0.1902831023071951,0,0,0,1,0.01009954310499116,0.0,0,0,0,-0.2107245101641588,0,0,0,0,0,0,0,1,0,0,-0.06768573042320727,0,0,1,0,0.0,0,0,0,0,-0.2198202916358285,0,0,0,0,1,1,0,0,0,0,0,-0.01136893469260004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.08552038108787047,0,0,-0.336845533732112,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.129713724432311,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0,0,1.477935637375079,-0.1952530196405815,0,0,0,0.0,0,0,0,0.0,0,1,0,0,0.1514367032486571,0,0,0,1,-0.1252793575322302,0.0,0,0,0,1.30896189313978,0,0,0,0,0,1,0,1,0,0,-0.2639587440150647,0,0,0,0,0.0,0,1,0,0,1.060917583571056,0,0,0,0,1,0,0,0,0,0,0,1.275252722573484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08293409631810575,0,1,1.100625414787287,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02960650613253764,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0.0,0,-0.5230737801285371,-0.1545938065596341,0,0,0,0.0,0,0,0,0.0,0,0,0,0,-0.1838530748733851,0,0,0,1,0.07211943478916495,0.0,0,0,0,-0.7652011957620674,0,1,0,0,0,1,0,1,0,0,-0.2343545192818068,0,0,0,0,0.0,0,0,1,0,-0.5570223123313199,0,0,0,0,0,0,0,0,0,0,0,-0.4410429854489218,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.1483802129314775,0,0,-0.603043857532001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3941118137458463,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0.5256654407514463,-0.1074509748325926,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0.0893678882789634,0,0,0,1,-0.1210994783226362,0.0,0,0,0,1.14960014233799,0,0,0,0,0,0,0,1,0,0,-0.1468476593148663,0,0,1,0,0.0,0,0,1,0,1.001154235670797,0,0,0,0,0,0,0,0,0,0,0,0.8219775797988367,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.01205153002248108,0,0,1.100625414787287,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.482849546239493,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0.0,0,0.6101595210743682,-0.3988425545906158,0,0,0,0.0,0,0,0,0.0,0,0,0,0,-0.1545783849600045,0,0,0,1,-0.2694430554165053,0.8710213,0,0,0,0.9037726593218229,0,0,0,0,0,1,0,1,0,0,-0.1533883895071944,0,0,0,0,0.0,0,0,0,0,0.6273021861632574,0,0,0,0,0,0,1,0,0,0,0,0.9193606360033993,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2642561470824613,0,0,0.5149891024275317,0.49124525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9134632002298807,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0.0,0,0.6577540698888361,-0.2174082194431179,0,0,0,0.67518236,0,0,0,0.73765085,0,0,0,0,-0.1150401373385023,0,0,0,1,-0.388840104444178,0.0,0,0,0,0.9438627158113484,0,0,0,0,0,1,0,1,0,0,-0.05914975204610387,0,0,0,0,0.0,0,0,0,0,0.4753703333945742,0,0,0,0,0,1,0,0,0,0,0,0.7134386832243955,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.02054637388207857,0,0,0.5149891024275317,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1159109536797099,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0.0,0,0.1772438699738459,0.1068872574297155,0,0,0,0.0,0,1,0,0.0,0,0,0,0,-0.1619488651136251,0,0,0,1,-0.203072523883672,0.0,0,0,0,0.2204686499074299,0,0,0,0,0,0,0,1,0,0,-0.2607370702574969,0,0,0,0,0.0,1,0,0,0,0.08076684121827636,0,0,0,0,0,0,0,0,0,0,0,0.2407736053353305,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.09169555326331967,0,0,0.0358321195877319,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06460212391915796,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0.73097803,0,-0.6077297402038088,-0.2632758939241637,0,0,0,0.0,0,1,0,0.0,0,0,0,0,-0.01042314197456327,0,0,0,1,0.329590813743699,0.0,0,0,0,-0.5982527087593278,0,0,0,0,0,0,0,1,0,0,0.4216003121671453,0,0,0,0,0.68240099,1,0,0,0,-0.8148458451537857,0,0,0,1,0,1,0,0,0,0,0,-0.6713636779756295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.10934325949769,0,0,-0.603043857532001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.504339580894652,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.0,0,-0.7967768921667485,-0.251334306750164,1,0,0,0.0,0,1,0,0.0,0,0,0,0,-0.05376364058286706,0,0,0,1,-0.1114846602514231,0.0,0,0,0,-1.176656372399753,0,0,0,0,0,0,0,1,0,0,-0.06006213788670853,0,0,1,0,0.0,0,0,0,0,-0.6205897401652757,0,0,0,0,1,0,0,0,0,0,0,-0.82835517409426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00707306433321904,0,0,-0.762762851811934,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9056665895255811,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0.0,0,-0.7643708323368376,3.522341006067006,0,0,0,0.0,0,1,0,0.0,0,0,0,0,-0.008320650215279585,1,0,0,1,-0.1672100795662074,0.0,0,0,0,-1.207625998562154,0,0,0,0,0,0,0,1,0,0,-0.02354203513136541,0,0,0,0,0.0,0,0,0,0,-0.8966346488562276,0,0,0,0,0,0,0,0,0,0,0,-1.103771224124057,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05587914627692167,0,0,-0.762762851811934,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8970901321852935,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0.0,0,-0.9795836527167909,-0.02199855103432438,0,0,0,0.0,0,1,0,0.0,1,0,0,0,-0.05284960891290241,0,0,0,1,-0.08386901073203362,0.0,0,0,0,-0.6229200149974151,0,0,0,0,0,0,0,1,0,0,0.007207306171541555,0,0,0,0,0.0,0,0,0,0,-0.7623124343741163,0,0,0,0,0,0,0,0,0,0,0,-1.249792836204926,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.1174619236759709,0,0,-0.603043857532001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6435640984491167,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0,0,-0.776310434981924,-0.2835600903406266,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0.00991713799306558,0,0,0,1,0.02824160433090835,0.0,0,0,0,-0.8761110263985112,0,0,0,0,0,0,0,1,0,0,-0.1458804791518405,0,0,0,0,0.0,0,0,0,0,-0.7107111095688072,0,1,0,0,0,1,0,0,0,0,0,-1.033335819663772,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.1125141718232813,0,1,-0.603043857532001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9117715716196967,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0,0,1.329165753244782,-0.1311505666465141,0,0,0,0.0,0,0,0,0.0,0,0,0,0,-0.0860214958439254,0,0,0,1,-0.2167935758239732,0.0,0,0,0,1.260243789087611,0,0,0,1,0,1,0,1,0,0,-0.09361800690531726,0,0,0,0,0.0,0,0,0,0,1.400445385529058,0,1,0,0,0,0,0,0,0,0,0,1.553707045421117,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.00688021665350845,1,0,1.100625414787287,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9604990522503857,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0.0,1,-0.7866260979725783,-0.1561744402043664,0,0,0,0.0,0,1,0,0.0,0,0,0,0,-0.09989101667837177,0,0,0,1,-0.0279761383251611,0.0,0,0,0,-1.011002436819049,0,0,0,0,0,0,0,1,0,0,0.06123638681627015,0,0,0,0,0.0,0,0,0,0,-0.5732848179659678,0,0,0,0,0,0,0,0,0,0,0,-1.038489576644746,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2683142360173866,0,0,-0.762762851811934,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.020512498183726,0,0,0,0,1,0,0
